CODGEO;DEP;LIBGEO;Zonage en vigueur depuis le 5 septembre 2025;Reclassement 5 septembre 2025
65069;65;La Barthe-de-Neste;C;Non
65070;65;Bartrès;C;Non
65071;65;Batsère;C;Non
65072;65;Bazet;C;Non
65073;65;Bazillac;C;Non
65074;65;Bazordan;C;Non
65075;65;Bazus-Aure;C;Non
65076;65;Bazus-Neste;C;Non
65077;65;Beaucens;C;Non
65078;65;Beaudéan;C;Non
65079;65;Bégole;C;Non
65080;65;Bénac;C;Non
65081;65;Benqué-Molère;C;Non
65082;65;Berbérust-Lias;C;Non
65083;65;Bernac-Debat;C;Non
65084;65;Bernac-Dessus;C;Non
65085;65;Bernadets-Debat;C;Non
65086;65;Bernadets-Dessus;C;Non
65087;65;Bertren;C;Non
65088;65;Betbèze;C;Non
65089;65;Betpouey;C;Non
65090;65;Betpouy;C;Non
65091;65;Bettes;C;Non
65092;65;Beyrède-Jumet-Camous;C;Non
65093;65;Bize;C;Non
65094;65;Bizous;C;Non
65095;65;Bonnefont;C;Non
65096;65;Bonnemazon;C;Non
65097;65;Bonrepos;C;Non
65098;65;Boô-Silhen;C;Non
65099;65;Bordères-Louron;C;Non
65100;65;Bordères-sur-l'Échez;B2;Non
65101;65;Bordes;C;Non
65102;65;Bouilh-Devant;C;Non
65103;65;Bouilh-Péreuilh;C;Non
65104;65;Boulin;C;Non
65105;65;Bourg-de-Bigorre;C;Non
65106;65;Bourisp;C;Non
65107;65;Bourréac;C;Non
65108;65;Bours;B2;Non
65109;65;Bramevaque;C;Non
65110;65;Bugard;C;Non
65111;65;Bulan;C;Non
65112;65;Bun;C;Non
65113;65;Burg;C;Non
65114;65;Buzon;C;Non
65115;65;Cabanac;C;Non
65116;65;Cadéac;C;Non
65117;65;Cadeilhan-Trachère;C;Non
65118;65;Caharet;C;Non
65119;65;Caixon;C;Non
65120;65;Calavanté;C;Non
65121;65;Camalès;C;Non
65123;65;Campan;C;Non
65124;65;Camparan;C;Non
65125;65;Campistrous;C;Non
65126;65;Campuzan;C;Non
65127;65;Capvern;C;Non
65128;65;Castelbajac;C;Non
65129;65;Castelnau-Magnoac;C;Non
65130;65;Castelnau-Rivière-Basse;C;Non
65131;65;Castelvieilh;C;Non
65132;65;Castéra-Lanusse;C;Non
65133;65;Castéra-Lou;C;Non
65134;65;Casterets;C;Non
65135;65;Castillon;C;Non
65136;65;Caubous;C;Non
65137;65;Caussade-Rivière;C;Non
65138;65;Cauterets;C;Non
65139;65;Cazarilh;C;Non
65140;65;Cazaux-Debat;C;Non
65141;65;Cazaux-Fréchet-Anéran-Camors;C;Non
65142;65;Chelle-Debat;C;Non
65143;65;Chelle-Spou;C;Non
65144;65;Cheust;C;Non
65145;65;Chèze;C;Non
65146;65;Chis;B2;Non
65147;65;Cieutat;C;Non
65148;65;Cizos;C;Non
65149;65;Clarac;C;Non
65150;65;Clarens;C;Non
65151;65;Collongues;C;Non
65153;65;Coussan;C;Non
65154;65;Créchets;C;Non
65155;65;Devèze;C;Non
65156;65;Dours;C;Non
65157;65;Ens;C;Non
65158;65;Esbareich;C;Non
65159;65;Escala;C;Non
65160;65;Escaunets;C;Non
65161;65;Escondeaux;C;Non
65162;65;Esconnets;C;Non
65163;65;Escots;C;Non
65164;65;Escoubès-Pouts;C;Non
65165;65;Esparros;C;Non
65166;65;Espèche;C;Non
65167;65;Espieilh;C;Non
65168;65;Esquièze-Sère;C;Non
65169;65;Estaing;C;Non
65170;65;Estampures;C;Non
65171;65;Estarvielle;C;Non
65172;65;Estensan;C;Non
65173;65;Esterre;C;Non
65174;65;Estirac;C;Non
65175;65;Ferrère;C;Non
65176;65;Ferrières;C;Non
65177;65;Fontrailles;C;Non
65178;65;Fréchède;C;Non
65179;65;Fréchendets;C;Non
65180;65;Fréchet-Aure;C;Non
65181;65;Fréchou-Fréchet;C;Non
65182;65;Gaillagos;C;Non
65183;65;Galan;C;Non
65184;65;Galez;C;Non
65185;65;Gardères;C;Non
65186;65;Gaudent;C;Non
65187;65;Gaussan;C;Non
65189;65;Gayan;C;Non
65190;65;Gazave;C;Non
65191;65;Gazost;C;Non
65192;65;Gavarnie-Gèdre;C;Non
65193;65;Gembrie;C;Non
65194;65;Générest;C;Non
65195;65;Génos;C;Non
65196;65;Gensac;C;Non
65197;65;Ger;C;Non
65198;65;Gerde;C;Non
65199;65;Germ;C;Non
65200;65;Germs-sur-l'Oussouet;C;Non
65201;65;Geu;C;Non
65202;65;Gez;C;Non
65203;65;Gez-ez-Angles;C;Non
65204;65;Gonez;C;Non
65205;65;Gouaux;C;Non
65206;65;Goudon;C;Non
65207;65;Gourgue;C;Non
65208;65;Grailhen;C;Non
65209;65;Grézian;C;Non
65210;65;Grust;C;Non
65211;65;Guchan;C;Non
65212;65;Guchen;C;Non
65213;65;Guizerix;C;Non
65214;65;Hachan;C;Non
65215;65;Hagedet;C;Non
65216;65;Hauban;C;Non
65217;65;Hautaget;C;Non
65218;65;Hèches;C;Non
65219;65;Hères;C;Non
65220;65;Hibarette;C;Non
65221;65;Hiis;C;Non
65222;65;Hitte;C;Non
65223;65;Horgues;B2;Non
65224;65;Houeydets;C;Non
65225;65;Hourc;C;Non
65226;65;Ibos;C;Non
65228;65;Ilhet;C;Non
65229;65;Ilheu;C;Non
65230;65;Izaourt;C;Non
65231;65;Izaux;C;Non
65232;65;Jacque;C;Non
65233;65;Jarret;C;Non
65234;65;Jézeau;C;Non
65235;65;Juillan;C;Non
65236;65;Julos;C;Non
65237;65;Juncalas;C;Non
65238;65;Labassère;C;Non
65239;65;Labastide;C;Non
65240;65;Labatut-Rivière;C;Non
65241;65;Laborde;C;Non
65242;65;Lacassagne;C;Non
65243;65;Lafitole;C;Non
65244;65;Lagarde;C;Non
65245;65;Lagrange;C;Non
65247;65;Arrayou-Lahitte;C;Non
65248;65;Lahitte-Toupière;C;Non
65249;65;Lalanne;C;Non
65250;65;Lalanne-Trie;C;Non
65251;65;Laloubère;B2;Non
65252;65;Lamarque-Pontacq;C;Non
65253;65;Lamarque-Rustaing;C;Non
65254;65;Laméac;C;Non
65255;65;Lançon;C;Non
65256;65;Lanespède;C;Non
65257;65;Lanne;C;Non
65258;65;Lannemezan;C;Non
65259;65;Lansac;C;Non
65260;65;Lapeyre;C;Non
65261;65;Laran;C;Non
65262;65;Larreule;C;Non
65263;65;Larroque;C;Non
65264;65;Lascazères;C;Non
65265;65;Laslades;C;Non
65266;65;Lassales;C;Non
65267;65;Lau-Balagnas;C;Non
65268;65;Layrisse;C;Non
65269;65;Lescurry;C;Non
65270;65;Lespouey;C;Non
65271;65;Lézignan;C;Non
65272;65;Lhez;C;Non
65273;65;Liac;C;Non
65274;65;Libaros;C;Non
65275;65;Lies;C;Non
65276;65;Lizos;C;Non
65277;65;Lombrès;C;Non
65278;65;Lomné;C;Non
65279;65;Lortet;C;Non
65280;65;Loubajac;C;Non
65281;65;Loucrup;C;Non
65282;65;Loudenvielle;C;Non
65283;65;Loudervielle;C;Non
65284;65;Louey;C;Non
65285;65;Louit;C;Non
65286;65;Lourdes;C;Non
65287;65;Loures-Barousse;C;Non
65288;65;Lubret-Saint-Luc;C;Non
65289;65;Luby-Betmont;C;Non
65290;65;Luc;C;Non
65291;65;Lugagnan;C;Non
65292;65;Luquet;C;Non
65293;65;Lustar;C;Non
65294;65;Lutilhous;C;Non
65295;65;Luz-Saint-Sauveur;C;Non
65296;65;Madiran;C;Non
65297;65;Mansan;C;Non
65298;65;Marquerie;C;Non
65299;65;Marsac;C;Non
65300;65;Marsas;C;Non
65301;65;Marseillan;C;Non
65303;65;Mascaras;C;Non
65304;65;Maubourguet;C;Non
65305;65;Mauléon-Barousse;C;Non
65306;65;Mauvezin;C;Non
65307;65;Mazères-de-Neste;C;Non
65308;65;Mazerolles;C;Non
65309;65;Mazouau;C;Non
65310;65;Mérilheu;C;Non
65311;65;Mingot;C;Non
65313;65;Momères;B2;Non
65314;65;Monfaucon;C;Non
65315;65;Monléon-Magnoac;C;Non
65316;65;Monlong;C;Non
65317;65;Mont;C;Non
65318;65;Montastruc;C;Non
65319;65;Montégut;C;Non
65320;65;Montgaillard;C;Non
65321;65;Montignac;C;Non
65322;65;Montoussé;C;Non
65323;65;Montsérié;C;Non
65324;65;Moulédous;C;Non
65325;65;Moumoulous;C;Non
65326;65;Mun;C;Non
65327;65;Nestier;C;Non
65328;65;Neuilh;C;Non
65329;65;Nistos;C;Non
65330;65;Nouilhan;C;Non
65331;65;Odos;B2;Non
65332;65;Oléac-Debat;C;Non
65333;65;Oléac-Dessus;C;Non
65334;65;Omex;C;Non
65335;65;Ordizan;C;Non
65336;65;Organ;C;Non
65337;65;Orieux;C;Non
65338;65;Orignac;C;Non
65339;65;Orincles;C;Non
65340;65;Orleix;B2;Non
65341;65;Oroix;C;Non
65342;65;Osmets;C;Non
65343;65;Ossen;C;Non
65344;65;Ossun;C;Non
65345;65;Ossun-ez-Angles;C;Non
65346;65;Oueilloux;C;Non
65347;65;Ourde;C;Non
65348;65;Ourdis-Cotdoussan;C;Non
65349;65;Ourdon;C;Non
65350;65;Oursbelille;C;Non
65351;65;Ousté;C;Non
65352;65;Ouzous;C;Non
65353;65;Ozon;C;Non
65354;65;Pailhac;C;Non
65355;65;Paréac;C;Non
65356;65;Péré;C;Non
65357;65;Peyraube;C;Non
65358;65;Peyret-Saint-André;C;Non
65359;65;Peyriguère;C;Non
65360;65;Peyrouse;C;Non
65361;65;Peyrun;C;Non
65362;65;Pierrefitte-Nestalas;C;Non
65363;65;Pinas;C;Non
65364;65;Pintac;C;Non
65366;65;Poueyferré;C;Non
65367;65;Poumarous;C;Non
65368;65;Pouy;C;Non
65369;65;Pouyastruc;C;Non
65370;65;Pouzac;C;Non
65371;65;Préchac;C;Non
65372;65;Pujo;C;Non
65373;65;Puntous;C;Non
65374;65;Puydarrieux;C;Non
65375;65;Rabastens-de-Bigorre;C;Non
65376;65;Recurt;C;Non
65377;65;Réjaumont;C;Non
65378;65;Ricaud;C;Non
65379;65;Ris;C;Non
65380;65;Sabalos;C;Non
65381;65;Sabarros;C;Non
65382;65;Sacoué;C;Non
65383;65;Sadournin;C;Non
65384;65;Sailhan;C;Non
65385;65;Saint-Arroman;C;Non
65386;65;Saint-Créac;C;Non
65387;65;Saint-Lanne;C;Non
65388;65;Saint-Lary-Soulan;B1;Reclassement
65389;65;Saint-Laurent-de-Neste;C;Non
65390;65;Saint-Lézer;C;Non
65391;65;Sainte-Marie;C;Non
65392;65;Saint-Martin;C;Non
65393;65;Saint-Pastous;C;Non
65394;65;Saint-Paul;C;Non
65395;65;Saint-Pé-de-Bigorre;C;Non
65396;65;Saint-Savin;C;Non
65397;65;Saint-Sever-de-Rustan;C;Non
65398;65;Saléchan;C;Non
65399;65;Saligos;C;Non
65400;65;Salles;C;Non
65401;65;Salles-Adour;C;Non
65402;65;Samuran;C;Non
65403;65;Sanous;C;Non
65404;65;Sariac-Magnoac;C;Non
65405;65;Sarlabous;C;Non
65406;65;Sarniguet;C;Non
65407;65;Sarp;C;Non
65408;65;Sarrancolin;C;Non
65409;65;Sarriac-Bigorre;C;Non
65410;65;Sarrouilles;B2;Non
65411;65;Sassis;C;Non
65412;65;Sauveterre;C;Non
65413;65;Sazos;C;Non
65414;65;Ségalas;C;Non
65415;65;Ségus;C;Non
65416;65;Seich;C;Non
65417;65;Séméac;B2;Non
65418;65;Sénac;C;Non
65419;65;Sentous;C;Non
65420;65;Sère-en-Lavedan;C;Non
65421;65;Sère-Lanso;C;Non
65422;65;Séron;C;Non
65423;65;Sère-Rustaing;C;Non
65424;65;Sers;C;Non
65425;65;Siarrouy;C;Non
65426;65;Sinzos;C;Non
65427;65;Siradan;C;Non
65428;65;Sireix;C;Non
65429;65;Sombrun;C;Non
65430;65;Soréac;C;Non
65431;65;Sost;C;Non
65432;65;Soublecause;C;Non
65433;65;Soues;B2;Non
65435;65;Soulom;C;Non
65436;65;Souyeaux;C;Non
65437;65;Tajan;C;Non
65438;65;Talazac;C;Non
65439;65;Tarasteix;C;Non
65440;65;Tarbes;B2;Non
65441;65;Thèbe;C;Non
65442;65;Thermes-Magnoac;C;Non
65443;65;Thuy;C;Non
65444;65;Tibiran-Jaunac;C;Non
65445;65;Tilhouse;C;Non
65446;65;Tostat;C;Non
65447;65;Tournay;C;Non
65448;65;Tournous-Darré;C;Non
65449;65;Tournous-Devant;C;Non
65450;65;Tramezaïgues;C;Non
65451;65;Trébons;C;Non
65452;65;Trie-sur-Baïse;C;Non
65453;65;Troubat;C;Non
65454;65;Trouley-Labarthe;C;Non
65455;65;Tuzaguet;C;Non
65456;65;Uglas;C;Non
65457;65;Ugnouas;C;Non
65458;65;Uz;C;Non
65459;65;Uzer;C;Non
65460;65;Vic-en-Bigorre;C;Non
65461;65;Vidou;C;Non
65462;65;Vidouze;C;Non
65463;65;Viella;C;Non
65464;65;Vielle-Adour;C;Non
65465;65;Vielle-Aure;C;Non
65466;65;Vielle-Louron;C;Non
65467;65;Vier-Bordes;C;Non
65468;65;Vieuzos;C;Non
65469;65;Viey;C;Non
65470;65;Viger;C;Non
65471;65;Vignec;C;Non
65472;65;Villefranque;C;Non
65473;65;Villelongue;C;Non
65474;65;Villembits;C;Non
65475;65;Villemur;C;Non
65476;65;Villenave-près-Béarn;C;Non
65477;65;Villenave-près-Marsac;C;Non
65478;65;Viscos;C;Non
65479;65;Visker;C;Non
65481;65;Barèges;C;Non
65482;65;Cantaous;C;Non
66001;66;L'Albère;C;Non
66002;66;Alénya;B2;Non
66003;66;Amélie-les-Bains-Palalda;C;Non
66004;66;Les Angles;C;Non
66005;66;Angoustrine-Villeneuve-des-Escaldes;C;Non
66006;66;Ansignan;C;Non
66007;66;Arboussols;C;Non
66008;66;Argelès-sur-Mer;B1;Non
66009;66;Arles-sur-Tech;C;Non
66010;66;Ayguatébia-Talau;C;Non
66011;66;Bages;B2;Non
66012;66;Baho;B2;Non
66013;66;Baillestavy;C;Non
66014;66;Baixas;B2;Non
66015;66;Banyuls-dels-Aspres;C;Non
66016;66;Banyuls-sur-Mer;B1;Non
66017;66;Le Barcarès;B1;Non
66018;66;La Bastide;C;Non
66019;66;Bélesta;C;Non
66020;66;Bolquère;C;Non
66021;66;Bompas;B2;Non
66022;66;Boule-d'Amont;C;Non
66023;66;Bouleternère;C;Non
66024;66;Le Boulou;B2;Non
66025;66;Bourg-Madame;C;Non
66026;66;Brouilla;C;Non
66027;66;La Cabanasse;C;Non
66028;66;Cabestany;B1;Non
66029;66;Caixas;C;Non
66030;66;Calce;C;Non
66032;66;Calmeilles;C;Non
66033;66;Camélas;C;Non
66034;66;Campôme;C;Non
66035;66;Campoussy;C;Non
66036;66;Canaveilles;C;Non
66037;66;Canet-en-Roussillon;B1;Non
66038;66;Canohès;B2;Non
66039;66;Caramany;C;Non
66040;66;Casefabre;C;Non
66041;66;Cases-de-Pène;C;Non
66042;66;Cassagnes;C;Non
66043;66;Casteil;C;Non
66044;66;Castelnou;C;Non
66045;66;Catllar;C;Non
66046;66;Caudiès-de-Fenouillèdes;C;Non
66047;66;Caudiès-de-Conflent;C;Non
66048;66;Cerbère;B2;Non
66049;66;Céret;B1;Non
66050;66;Claira;B2;Non
66051;66;Clara-Villerach;C;Non
66052;66;Codalet;C;Non
66053;66;Collioure;B1;Non
66054;66;Conat;C;Non
66055;66;Corbère;C;Non
66056;66;Corbère-les-Cabanes;C;Non
66057;66;Corneilla-de-Conflent;C;Non
66058;66;Corneilla-la-Rivière;C;Non
66059;66;Corneilla-del-Vercol;B2;Non
66060;66;Corsavy;C;Non
66061;66;Coustouges;C;Non
66062;66;Dorres;C;Non
66063;66;Les Cluses;C;Non
66064;66;Égat;C;Non
66065;66;Elne;B1;Non
66066;66;Enveitg;C;Non
66067;66;Err;C;Non
66068;66;Escaro;C;Non
66069;66;Espira-de-l'Agly;B2;Non
66070;66;Espira-de-Conflent;C;Non
66071;66;Estagel;C;Non
66072;66;Estavar;C;Non
66073;66;Estoher;C;Non
66074;66;Eus;C;Non
66075;66;Eyne;C;Non
66076;66;Feilluns;C;Non
66077;66;Fenouillet;C;Non
66078;66;Fillols;C;Non
66079;66;Finestret;C;Non
66080;66;Fontpédrouse;C;Non
66081;66;Fontrabiouse;C;Non
66082;66;Formiguères;C;Non
66083;66;Fosse;C;Non
66084;66;Fourques;C;Non
66085;66;Fuilla;C;Non
66086;66;Glorianes;C;Non
66088;66;Ille-sur-Têt;C;Non
66089;66;Joch;C;Non
66090;66;Jujols;C;Non
66091;66;Lamanère;C;Non
66092;66;Lansac;C;Non
66093;66;Laroque-des-Albères;C;Non
66094;66;Latour-Bas-Elne;B1;Non
66095;66;Latour-de-Carol;C;Non
66096;66;Latour-de-France;C;Non
66097;66;Lesquerde;C;Non
66098;66;La Llagonne;C;Non
66099;66;Llauro;C;Non
66100;66;Llo;C;Non
66101;66;Llupia;C;Non
66102;66;Mantet;C;Non
66103;66;Marquixanes;C;Non
66104;66;Los Masos;C;Non
66105;66;Matemale;C;Non
66106;66;Maureillas-las-Illas;C;Non
66107;66;Maury;C;Non
66108;66;Millas;B2;Non
66109;66;Molitg-les-Bains;C;Non
66111;66;Montalba-le-Château;C;Non
66112;66;Montauriol;C;Non
66113;66;Montbolo;C;Non
66114;66;Montescot;B2;Non
66115;66;Montesquieu-des-Albères;C;Non
66116;66;Montferrer;C;Non
66117;66;Mont-Louis;C;Non
66118;66;Montner;C;Non
66119;66;Mosset;C;Non
66120;66;Nahuja;C;Non
66121;66;Néfiach;C;Non
66122;66;Nohèdes;C;Non
66123;66;Nyer;C;Non
66124;66;Font-Romeu-Odeillo-Via;B1;Non
66125;66;Olette;C;Non
66126;66;Oms;C;Non
66127;66;Opoul-Périllos;C;Non
66128;66;Oreilla;C;Non
66129;66;Ortaffa;C;Non
66130;66;Osséja;C;Non
66132;66;Palau-de-Cerdagne;C;Non
66133;66;Palau-del-Vidre;B2;Non
66134;66;Passa;C;Non
66136;66;Perpignan;B1;Non
66137;66;Le Perthus;C;Non
66138;66;Peyrestortes;B2;Non
66139;66;Pézilla-de-Conflent;C;Non
66140;66;Pézilla-la-Rivière;B2;Non
66141;66;Pia;B2;Non
66142;66;Planès;C;Non
66143;66;Planèzes;C;Non
66144;66;Pollestres;B2;Non
66145;66;Ponteilla;C;Non
66146;66;Porta;C;Non
66147;66;Porté-Puymorens;C;Non
66148;66;Port-Vendres;B1;Non
66149;66;Prades;C;Non
66150;66;Prats-de-Mollo-la-Preste;C;Non
66151;66;Prats-de-Sournia;C;Non
66152;66;Prugnanes;C;Non
66153;66;Prunet-et-Belpuig;C;Non
66154;66;Puyvalador;C;Non
66155;66;Py;C;Non
66156;66;Rabouillet;C;Non
66157;66;Railleu;C;Non
66158;66;Rasiguères;C;Non
66159;66;Réal;C;Non
66160;66;Reynès;C;Non
66161;66;Ria-Sirach;C;Non
66162;66;Rigarda;C;Non
66164;66;Rivesaltes;B2;Non
66165;66;Rodès;C;Non
66166;66;Sahorre;C;Non
66167;66;Saillagouse;C;Non
66168;66;Saint-André;B2;Non
66169;66;Saint-Arnac;C;Non
66170;66;Sainte-Colombe-de-la-Commanderie;C;Non
66171;66;Saint-Cyprien;B1;Non
66172;66;Saint-Estève;B1;Non
66173;66;Saint-Féliu-d'Amont;B2;Non
66174;66;Saint-Féliu-d'Avall;B2;Non
66175;66;Saint-Génis-des-Fontaines;C;Non
66176;66;Saint-Hippolyte;B2;Non
66177;66;Saint-Jean-Lasseille;C;Non
66178;66;Saint-Jean-Pla-de-Corts;C;Non
66179;66;Saint-Laurent-de-Cerdans;C;Non
66180;66;Saint-Laurent-de-la-Salanque;B1;Non
66181;66;Sainte-Léocadie;C;Non
66182;66;Sainte-Marie-la-Mer;B1;Non
66183;66;Saint-Marsal;C;Non
66184;66;Saint-Martin-de-Fenouillet;C;Non
66185;66;Saint-Michel-de-Llotes;C;Non
66186;66;Saint-Nazaire;B2;Non
66187;66;Saint-Paul-de-Fenouillet;C;Non
66188;66;Saint-Pierre-dels-Forcats;C;Non
66189;66;Saleilles;B1;Non
66190;66;Salses-le-Château;C;Non
66191;66;Sansa;C;Non
66192;66;Sauto;C;Non
66193;66;Serdinya;C;Non
66194;66;Serralongue;C;Non
66195;66;Le Soler;B2;Non
66196;66;Sorède;C;Non
66197;66;Souanyas;C;Non
66198;66;Sournia;C;Non
66199;66;Taillet;C;Non
66201;66;Tarerach;C;Non
66202;66;Targasonne;C;Non
66203;66;Taulis;C;Non
66204;66;Taurinya;C;Non
66205;66;Tautavel;C;Non
66206;66;Le Tech;C;Non
66207;66;Terrats;C;Non
66208;66;Théza;B2;Non
66209;66;Thuès-Entre-Valls;C;Non
66210;66;Thuir;B2;Non
66211;66;Tordères;C;Non
66212;66;Torreilles;B1;Non
66213;66;Toulouges;B2;Non
66214;66;Tresserre;C;Non
66215;66;Trévillach;C;Non
66216;66;Trilla;C;Non
66217;66;Trouillas;C;Non
66218;66;Ur;C;Non
66219;66;Urbanya;C;Non
66220;66;Valcebollère;C;Non
66221;66;Valmanya;C;Non
66222;66;Vernet-les-Bains;C;Non
66223;66;Villefranche-de-Conflent;C;Non
66224;66;Villelongue-de-la-Salanque;B2;Non
66225;66;Villelongue-dels-Monts;C;Non
66226;66;Villemolaque;C;Non
66227;66;Villeneuve-de-la-Raho;B1;Non
66228;66;Villeneuve-la-Rivière;B2;Non
66230;66;Vinça;C;Non
66231;66;Vingrau;C;Non
66232;66;Vira;C;Non
66233;66;Vivès;C;Non
66234;66;Le Vivier;C;Non
67001;67;Achenheim;B1;Non
67002;67;Adamswiller;C;Non
67003;67;Albé;C;Non
67004;67;Sommerau;C;Non
67005;67;Alteckendorf;C;Non
67006;67;Altenheim;C;Non
67008;67;Altorf;B2;Non
67009;67;Altwiller;C;Non
67010;67;Andlau;C;Non
67011;67;Artolsheim;C;Non
67012;67;Aschbach;C;Non
67013;67;Asswiller;C;Non
67016;67;Avolsheim;B2;Non
67017;67;Baerendorf;C;Non
67018;67;Balbronn;C;Non
67019;67;Baldenheim;B2;Non
67020;67;Barembach;C;Non
67021;67;Barr;B1;Non
67022;67;Bassemberg;C;Non
67023;67;Batzendorf;C;Non
67025;67;Beinheim;C;Non
67026;67;Bellefosse;C;Non
67027;67;Belmont;C;Non
67028;67;Benfeld;B1;Non
67029;67;Berg;C;Non
67030;67;Bergbieten;C;Non
67031;67;Bernardswiller;B2;Non
67032;67;Bernardvillé;C;Non
67033;67;Bernolsheim;B1;Non
67034;67;Berstett;C;Non
67035;67;Berstheim;C;Non
67036;67;Bettwiller;C;Non
67037;67;Biblisheim;C;Non
67038;67;Bietlenheim;C;Non
67039;67;Bilwisheim;B2;Non
67040;67;Bindernheim;C;Non
67043;67;Bischheim;B1;Non
67044;67;Bischholtz;C;Non
67045;67;Bischoffsheim;B2;Non
67046;67;Bischwiller;B1;Non
67047;67;Bissert;C;Non
67048;67;Bitschhoffen;C;Non
67049;67;Blaesheim;B2;Non
67050;67;Blancherupt;C;Non
67051;67;Blienschwiller;C;Non
67052;67;Bœrsch;B2;Non
67053;67;Bœsenbiesen;C;Non
67054;67;Bolsenheim;C;Non
67055;67;Boofzheim;C;Non
67056;67;Bootzheim;C;Non
67057;67;Bosselshausen;C;Non
67058;67;Bossendorf;C;Non
67059;67;Bourg-Bruche;C;Non
67060;67;Bourgheim;C;Non
67061;67;Bouxwiller;C;Non
67062;67;Breitenau;C;Non
67063;67;Breitenbach;C;Non
67065;67;Breuschwickersheim;B1;Non
67066;67;La Broque;C;Non
67067;67;Brumath;B1;Non
67068;67;Buswiller;C;Non
67069;67;Buhl;C;Non
67070;67;Burbach;C;Non
67071;67;Bust;C;Non
67072;67;Butten;C;Non
67073;67;Châtenois;B2;Non
67074;67;Cleebourg;C;Non
67075;67;Climbach;C;Non
67076;67;Colroy-la-Roche;C;Non
67077;67;Cosswiller;C;Non
67078;67;Crastatt;C;Non
67079;67;Crœttwiller;C;Non
67080;67;Dachstein;B2;Non
67081;67;Dahlenheim;B2;Non
67082;67;Dalhunden;C;Non
67083;67;Dambach;C;Non
67084;67;Dambach-la-Ville;C;Non
67085;67;Dangolsheim;C;Non
67086;67;Daubensand;C;Non
67087;67;Dauendorf;C;Non
67088;67;Dehlingen;C;Non
67089;67;Dettwiller;C;Non
67090;67;Diebolsheim;C;Non
67091;67;Diedendorf;C;Non
67092;67;Dieffenbach-au-Val;C;Non
67093;67;Dieffenbach-lès-Wœrth;C;Non
67094;67;Dieffenthal;B2;Non
67095;67;Diemeringen;C;Non
67096;67;Dimbsthal;C;Non
67097;67;Dingsheim;B1;Non
67098;67;Dinsheim-sur-Bruche;B2;Non
67099;67;Domfessel;C;Non
67100;67;Donnenheim;B2;Non
67101;67;Dorlisheim;B2;Non
67102;67;Dossenheim-Kochersberg;C;Non
67103;67;Dossenheim-sur-Zinsel;C;Non
67104;67;Drachenbronn-Birlenbach;C;Non
67105;67;Drulingen;C;Non
67106;67;Drusenheim;B1;Non
67107;67;Duntzenheim;C;Non
67108;67;Duppigheim;B1;Non
67109;67;Durningen;C;Non
67110;67;Durrenbach;C;Non
67111;67;Durstel;C;Non
67112;67;Duttlenheim;B2;Non
67113;67;Eberbach-Seltz;C;Non
67115;67;Ebersheim;B2;Non
67116;67;Ebersmunster;B2;Non
67117;67;Eckartswiller;C;Non
67118;67;Eckbolsheim;B1;Non
67119;67;Eckwersheim;B2;Non
67120;67;Eichhoffen;C;Non
67121;67;Elsenheim;C;Non
67122;67;Wangenbourg-Engenthal;C;Non
67123;67;Engwiller;C;Non
67124;67;Entzheim;B1;Non
67125;67;Epfig;C;Non
67126;67;Erckartswiller;C;Non
67127;67;Ergersheim;B2;Non
67128;67;Ernolsheim-Bruche;B1;Non
67129;67;Ernolsheim-lès-Saverne;C;Non
67130;67;Erstein;B1;Reclassement
67131;67;Eschau;B1;Non
67132;67;Eschbach;C;Non
67133;67;Eschbourg;C;Non
67134;67;Eschwiller;C;Non
67135;67;Ettendorf;C;Non
67136;67;Eywiller;C;Non
67137;67;Fegersheim;B1;Non
67138;67;Fessenheim-le-Bas;C;Non
67139;67;Flexbourg;C;Non
67140;67;Forstfeld;C;Non
67141;67;Forstheim;C;Non
67142;67;Fort-Louis;C;Non
67143;67;Fouchy;C;Non
67144;67;Fouday;C;Non
67145;67;Friedolsheim;C;Non
67146;67;Friesenheim;C;Non
67147;67;Frœschwiller;C;Non
67148;67;Frohmuhl;C;Non
67149;67;Furchhausen;C;Non
67150;67;Furdenheim;C;Non
67151;67;Gambsheim;B1;Non
67152;67;Geispolsheim;B1;Non
67153;67;Geiswiller-Zœbersdorf;C;Non
67154;67;Gerstheim;C;Non
67155;67;Gertwiller;B2;Non
67156;67;Geudertheim;C;Non
67159;67;Gœrlingen;C;Non
67160;67;Gœrsdorf;C;Non
67161;67;Gottenhouse;C;Non
67162;67;Gottesheim;C;Non
67163;67;Gougenheim;C;Non
67164;67;Goxwiller;C;Non
67165;67;Grandfontaine;C;Non
67166;67;Grassendorf;C;Non
67167;67;Grendelbruch;B2;Non
67168;67;Gresswiller;B2;Non
67169;67;Gries;C;Non
67172;67;Griesheim-près-Molsheim;B2;Non
67173;67;Griesheim-sur-Souffel;B1;Non
67174;67;Gumbrechtshoffen;C;Non
67176;67;Gundershoffen;C;Non
67177;67;Gunstett;C;Non
67178;67;Gungwiller;C;Non
67179;67;Haegen;C;Non
67180;67;Haguenau;B1;Non
67181;67;Handschuheim;C;Non
67182;67;Hangenbieten;B1;Non
67183;67;Harskirchen;C;Non
67184;67;Hatten;C;Non
67185;67;Hattmatt;C;Non
67186;67;Hegeney;C;Non
67187;67;Heidolsheim;C;Non
67188;67;Heiligenberg;C;Non
67189;67;Heiligenstein;C;Non
